Reference,Age_description,Age_Ma,Age_old,Age_young,CO2_ppm,type,CO2_low,CO2_high,CO2_range,Distribution,reported_CO2_ppm,reported_CO2_low,reported_CO2_high,reported_S_ppm,S_used,Notes
"Tanner et al., 2001",Carnian-Nornian,223.3,237.0,209.5,900,mean,450,1800,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),2250,1350,3150,5000,2000,
"Robinson et al., 2002",Lower Barremian,130.1,130.8,129.4,112,mean,56,224,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),560,244,895,10000,2000,Vertisols
"Nordt et al., 2002",Chron 28R,64.8,65.0,64.7,400,mean,200,800,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1000,800,1200,5000,2000,
"Nordt et al., 2002",Chron 29N,65.3,65.7,65.0,340,mean,170,680,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),850,700,1000,5000,2000,
"Nordt et al., 2002",Chron 29R,65.9,66.3,65.5,300,mean,150,600,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),750,600,900,5000,2000,
"Nordt et al., 2002",Chron 30N,67.2,68.1,66.3,560,mean,280,1120,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1400,1100,1700,5000,2000,
"Nordt et al., 2002",Chron 30N,67.2,68.1,66.3,300,mean,150,600,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),750,600,900,5000,2000,
"Nordt et al., 2002",Chron 33N,77.1,80.0,74.3,480,mean,240,960,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1200,900,1500,5000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.2,66.2,64.2,178,mean,89,356,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),534,445,623,6000,2000,1
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.2,66.2,64.2,163,mean,81,326,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),488,407,570,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.4,66.4,64.4,88,mean,44,176,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),264,220,308,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.6,66.6,64.6,111,mean,56,222,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),334,278,389,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.8,66.8,64.8,178,mean,89,355,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),533,444,621,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,65.9,66.9,64.9,54,mean,27,108,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),161,134,188,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.1,67.1,65.1,183,mean,92,366,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),549,458,641,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.2,67.2,65.2,277,mean,139,555,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),832,693,971,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.4,67.4,65.4,90,mean,45,180,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),271,226,316,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.5,67.5,65.5,0,mean,0,0,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),0,0,0,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.5,67.5,65.5,42,mean,21,85,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),127,106,149,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.6,67.6,65.6,15,mean,7,30,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),45,37,52,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.6,67.6,65.6,263,mean,132,527,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),790,658,922,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.7,67.7,65.7,453,mean,226,906,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1358,1132,1585,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.9,67.9,65.9,426,mean,213,852,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),1277,1064,1490,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,66.9,67.9,65.9,265,mean,133,531,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),796,664,929,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,67.0,68.0,66.0,219,mean,110,438,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),657,548,767,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,67.0,68.0,66.0,128,mean,64,257,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),385,321,449,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,68.5,69.5,67.5,10,mean,5,21,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),31,26,37,6000,2000,
"Nordt et al., 2003",base at Campanian-Maastrichtian boundary; top at Chron 28R; authors place K/T boundary at 65 Ma; all ages adjusted by +1 m.y.,68.7,69.7,67.7,171,mean,85,341,"16 and 84 percentiles; uncertainty determined originally by varying only S(z); uncertainty calculated here by adopted the generalized, right-skewed errors of +100/-50% taken from the conservative, fully-propagated estimates of Breecker et al. (2013, p. 3218)",right skewed (mode < mean),512,427,597,6000,2000,
